title,appid,categories,genres,price,developer,publisher
Across the Obelisk,1385380.0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Steam Leaderboards","Adventure,Indie,RPG,Strategy",$19.99,Dreamsite Games,Paradox Arc
Red Dead Online,1404210.0,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","Action,Adventure",$19.99,Rockstar Games,Rockstar Games
Isonzo,1556790.0,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Cloud","Action,Indie,Massively Multiplayer,Simulation,Strategy",$29.99,"M2H,BlackMill Games",BlackMill Games
Lunch Lady,1571440.0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Indie",$4.99,Manic Mice,Manic Mice
V Rising,1604030.0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Cloud","Action,Adventure,Massively Multiplayer,Early Access",$19.99,Stunlock Studios,Stunlock Studios
Vampire Survivors,1794680.0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Casual,Indie,RPG",$4.99,poncle,poncle
MONSTER HUNTER RISE,1446780.0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,$39.99,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Divine Knockout (DKO),1294660.0,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases",Action,$9.99,Red Beard Games,Hi-Rez Studios
Black Desert,582660.0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",$9.99,Pearl Abyss,Pearl Abyss
Team Fortress 2,440.0,"Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,In-App Purchases,Partial Controller Support,Valve Anti-Cheat enabled,Stats,Includes level editor,Commentary available,Remote Play on Phone,Remote Play on Tablet","Action,Free to Play",None,Valve,Valve
Sid Meier's Pirates!,3920.0,Single-player,RPG,$9.99,Firaxis Games,2K
Spore,17390.0,"Single-player,Steam Trading Cards","Action,Adventure,Casual,RPG,Simulation,Strategy",$19.99,Maxis™,Electronic Arts
"Star Wars: Battlefront 2 (Classic, 2005)",6060.0,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support,Steam Cloud",Action,$9.99,Pandemic Studios,"Lucasfilm,LucasArts,Disney"
STAR WARS™: Knights of the Old Republic™,32370.0,"Single-player,Steam Cloud","Adventure,RPG",$9.99,"BioWare,Aspyr (Mac)","LucasArts,Aspyr (Mac),Disney,Lucasfilm"
STAR WARS™ Jedi Knight II: Jedi Outcast™,6030.0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Partial Controller Support,Steam Cloud,Remote Play Together",Action,$9.99,Raven Software,"LucasArts,Lucasfilm,Disney"
STAR WARS™ Jedi Knight: Jedi Academy™,6020.0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Partial Controller Support,Steam Cloud,Remote Play Together",Action,$9.99,Raven Software,"LucasArts,Lucasfilm,Disney"
LEGO® Star Wars™: The Complete Saga,32440.0,"Single-player,Multi-player,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Adventure,$19.99,Traveller's Tales,"LucasArts,Lucasfilm,Disney"
Portal 2,620.0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Workshop,Steam Cloud,Stats,Includes level editor,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure",$9.99,Valve,Valve
Dungeon Defenders,65800.0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Indie,RPG,Strategy",$14.99,Chromatic Games,Chromatic Games
The Elder Scrolls V: Skyrim,72850.0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud",RPG,$19.99,Bethesda Game Studios,Bethesda Softworks
Fallout: New Vegas,22380.0,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Action,RPG",$9.99,Obsidian Entertainment,Bethesda Softworks
Sins of a Solar Empire: Rebellion,204880.0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","Action,Indie,Simulation,Strategy",$39.99,"Ironclad Games,Stardock Entertainment",Stardock Entertainment
The Political Machine,211120.0,"Single-player,Multi-player,Steam Achievements",Strategy,None,Stardock Entertainment,Stardock Entertainment
FTL: Faster Than Light,212680.0,"Single-player,Steam Achievements,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation,Strategy",$9.99,Subset Games,Subset Games
Primal Carnage,215470.0,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Partial Controller Support,Valve Anti-Cheat enabled","Action,Indie",$4.99,Lukewarm Media,Circle 5 Publishing
Natural Selection 2,4920.0,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Indie,Strategy",$4.99,Unknown Worlds Entertainment,Unknown Worlds Entertainment
Far Cry® 3,220240.0,"Single-player,Multi-player,Co-op,Partial Controller Support","Action,Adventure",$19.99,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft
Tomb Raider,203160.0,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure",$14.99,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Nixxes","Crystal Dynamics,Feral Interactive (Mac)"
BioShock Infinite,8870.0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV",Action,$29.99,"Irrational Games,Virtual Programming (Linux)",2K
3DMark,223850.0,"Steam Achievements,Steam Trading Cards,Steam Leaderboards",Utilities,$34.99,UL Solutions,UL Solutions
Star Conflict,212070.0,"Multi-player,MMO,Co-op,Steam Achievements,Steam Trading Cards,VR Support,Partial Controller Support","Action,Free to Play,Massively Multiplayer,Simulation",None,Star Gem Inc.,Gaijin Distribution KFT
PlanetSide 2,218230.0,"Multi-player,MMO,PvP,Online PvP,Steam Trading Cards,Steam Cloud","Action,Free to Play,Massively Multiplayer",None,Rogue Planet Games,Daybreak Game Company
PlanetSide 2 - Test,1083500.0,Multi-player,"Action,Free to Play,Massively Multiplayer",None,Rogue Planet Games,Daybreak Game Company
War Thunder,236390.0,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,VR Supported,In-App Purchases,Remote Play on Phone,Remote Play on Tablet","Action,Free to Play,Massively Multiplayer,Simulation",None,Gaijin Entertainment,Gaijin Distribution KFT
Blacklight: Retribution,209870.0,"Multi-player,Steam Achievements,Steam Trading Cards,Includes level editor","Action,Free to Play",None,"Hardsuit Labs, Inc.","Hardsuit Labs, Inc."
Elsword,237310.0,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Partial Controller Support","Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG",None,KOG,KOG Games
Sid Meier's Civilization V,50100.0,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet",Strategy,$29.99,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux)"
Sniper Elite: Nazi Zombie Army,227100.0,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards",Action,$14.99,Rebellion,Rebellion
Red Orchestra: Ostfront 41-45,1200.0,"Multi-player,Steam Achievements,Valve Anti-Cheat enabled",Action,$4.99,Tripwire Interactive,Tripwire Interactive
Mare Nostrum,1230.0,"Multi-player,Mods,Steam Achievements",Action,None,Sandstorm Productions,Tripwire Interactive
Killing Floor,1250.0,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Stats,Includes level editor",Action,$19.99,Tripwire Interactive,Tripwire Interactive
Darkest Hour: Europe '44-'45,1280.0,"Multi-player,PvP,Online PvP,Mods,Includes level editor","Action,Simulation",None,Darklight Games,Darklight Games
Rising Storm/Red Orchestra 2 Multiplayer,35450.0,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Stats,Includes level editor","Action,Massively Multiplayer,Simulation",$19.99,Tripwire Interactive,Tripwire Interactive
The Ball,35460.0,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Adventure,Indie",$1.99,Teotl Studios,Tripwire Interactive
Dwarfs!?,35480.0,"Single-player,Steam Achievements,Stats,Steam Leaderboards","Strategy,Indie,Casual",$1.99,Power of 2,Tripwire Interactive
Red Orchestra 2: Heroes of Stalingrad - Single Player,212541.0,None,None,None,None,None
Space Engineers,244850.0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor","Action,Indie,Simulation,Strategy",$19.99,Keen Software House,Keen Software House
Worms Clan Wars,233840.0,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play Together",Strategy,$24.99,Team17 Digital Ltd,Team17 Digital Ltd
Game Dev Tycoon,239820.0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet","Casual,Indie,Simulation,Strategy",$9.99,Greenheart Games 💚,Greenheart Games 💚
7 Days to Die,251570.0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Includes level editor,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",$24.99,The Fun Pimps,The Fun Pimps Entertainment LLC
Rust,252490.0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet","Action,Adventure,Indie,Massively Multiplayer,RPG",$39.99,Facepunch Studios,Facepunch Studios
Rust - Staging Branch,700580.0,None,None,None,None,None
Mount & Blade II: Bannerlord,261550.0,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Tablet","Action,Indie,RPG,Simulation,Strategy",$49.99,TaleWorlds Entertainment,TaleWorlds Entertainment
Subnautica,264710.0,"Single-player,Steam Achievements,Full controller support,VR Supported,Steam Trading Cards,VR Support,Steam Cloud,Remote Play on TV","Adventure,Indie",$29.99,Unknown Worlds Entertainment,Unknown Worlds Entertainment
Starbound,211820.0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Adventure,Casual,Indie,RPG",$14.99,Chucklefish,Chucklefish
Starbound - Unstable,367540.0,None,None,None,None,None
RUNNING WITH RIFLES,270150.0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Action,Indie",$14.99,Osumia Games,Osumia Games
Grand Theft Auto V,362003.0,None,None,None,None,None
No Man's Sky,275850.0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Cloud,Remote Play on Tablet,Remote Play on TV","Action,Adventure",$59.99,Hello Games,Hello Games
Mount & Blade: With Fire and Sword,48720.0,"Single-player,Multi-player,Steam Achievements","Action,RPG",$9.99,TaleWorlds Entertainment,TaleWorlds Entertainment
Hover,280180.0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,VR Support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play on TV","Action,Adventure",$19.99,"Midgar Studio,Fusty Game",Dear Villagers
Rebel Galaxy,290300.0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure,Indie,RPG,Simulation",$19.99,Double Damage Games,Double Damage Games
RimWorld,294100.0,"Single-player,Steam Workshop,Steam Cloud,Remote Play on Tablet","Indie,Simulation,Strategy",$34.99,Ludeon Studios,Ludeon Studios
Metro 2033 Redux,286690.0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,$19.99,4A Games,Deep Silver
Metro: Last Light Redux,287390.0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV",Action,$19.99,4A Games,Deep Silver
Robocraft,301520.0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Free to Play,Indie,Massively Multiplayer,RPG,Simulation",None,Freejam,Freejam
Zombie Army Trilogy,301640.0,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV",Action,$44.99,Rebellion,Rebellion
Unturned,304930.0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes level editor,Remote Play on Tablet","Action,Adventure,Casual,Free to Play,Indie",None,Smartly Dressed Games,Smartly Dressed Games
Sniper Elite V2,63380.0,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards",Action,None,Rebellion,Rebellion
Dead Island: Epidemic,222900.0,"Multi-player,Co-op,Steam Achievements,Steam Trading Cards","Action,Free to Play,Early Access",None,Stunlock Studios,Deep Silver
Double Action: Boogaloo,317360.0,"Multi-player,Cross-Platform Multiplayer,VR Support,Includes level editor,Includes Source SDK","Action,Free to Play,Indie",None,Double Action Factory,Double Action Factory
Sid Meier's Civilization: Beyond Earth,65980.0,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet",Strategy,$39.99,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux)"
TERA,389300.0,None,None,None,None,None
DRAGON BALL XENOVERSE,323470.0,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,$39.99,DIMPS,BANDAI NAMCO Entertainment
Borderlands: The Pre-Sequel,261640.0,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,RPG",$39.99,"2K Australia,Gearbox Software,Aspyr (Linux)","2K,Aspyr (Linux)"
Dungeon of the ENDLESS™,249050.0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG,Strategy",$11.99,AMPLITUDE Studios,SEGA
Arizona Sunshine,342180.0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Tracked Controller Support,VR Only,Steam Trading Cards,VR Support,SteamVR Collectibles,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie",$29.99,"Vertigo Games,Jaywalkers Interactive",Vertigo Games
Clicker Heroes,363970.0,"Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Cloud,Stats","Adventure,Casual,Free to Play,Indie,RPG,Simulation,Strategy",None,Playsaurus,Playsaurus
Skyrim Script Extender (SKSE),365720.0,"Single-player,Partial Controller Support",RPG,None,The SKSE Team,The SKSE Team
Colony Survival,366090.0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Stats","Action,Adventure,Indie,Strategy,Early Access",$19.99,Pipliz,Pipliz
Fallout 4,377160.0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",RPG,$19.99,Bethesda Game Studios,Bethesda Softworks
Empyrion - Galactic Survival,383120.0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,LAN Co-op,Steam Workshop,Partial Controller Support","Adventure,Indie,Simulation,Strategy",$19.99,Eleon Game Studios,Eleon Game Studios
CPUCores :: Maximize Your FPS,384300.0,"Steam Achievements,Steam Trading Cards","Design & Illustration,Utilities",$14.99,Smorb Software,Smorb Software
Budget Cuts,400940.0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Captions available,VR Support,Steam Cloud,Stats","Action,Adventure,Indie",$29.99,Neat Corporation,Neat Corporation
Dungeon Defenders II,236110.0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Free to Play,Indie,RPG,Strategy",None,Chromatic Games,Chromatic Games
TY the Tasmanian Tiger,411960.0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie",$14.99,Krome Studios,Krome Studios
